ANO_MES,STATUS,SEGMENTO,QTD_CLIENTES,CLIENTES_ATIVOS_30_DIAS,CLIENTES_ATIVOS_60_DIAS,CLIENTES_ATIVOS_90_DIAS
2023-09-01,Não Ativado,Quase Dormindo,1,0,0,1
2023-09-01,Não Ativado,,43218,134,149,154
2023-10-01,Ativo,Campeao,22074,21854,22074,22074
2023-10-01,Ativo,Clientes Fieis,17415,17016,17411,17413
2023-10-01,Ativo,Novos Clientes,3058,2959,3058,3058
2023-10-01,Ativo,Potencial Fiel,15591,15133,15584,15585
2023-10-01,Ativo,,167,166,167,167
2023-10-01,Churn,Em Risco,2154,1,2,2
2023-10-01,Churn,Hibernando,71,1,1,1
2023-10-01,Churn,Nao Perder!,34,0,0,0
2023-10-01,Churn,Perdido,17945,9,10,14
2023-10-01,Churn,,68682,20,21,21
2023-10-01,Dormente,Campeao,195,1,195,195
2023-10-01,Dormente,Clientes Fieis,11758,84,8539,11677
2023-10-01,Dormente,Clientes Promissores,2792,3,2629,2790
2023-10-01,Dormente,Novos Clientes,97,0,97,97
2023-10-01,Dormente,Potencial Fiel,10506,25,10022,10498
2023-10-01,Dormente,Precisa de Atencao,3264,13,13,3144
2023-10-01,Dormente,Quase Dormindo,5697,7,8,5448
2023-10-01,Dormente,,40,1,31,39
2023-10-01,Inativo,Clientes Fieis,75,0,0,0
2023-10-01,Inativo,Em Risco,7344,14,15,17
2023-10-01,Inativo,Hibernando,6964,17,17,18
2023-10-01,Inativo,Perdido,6947,6,6,6
2023-10-01,Inativo,Precisa de Atencao,119,1,1,1
2023-10-01,Inativo,Quase Dormindo,222,0,0,0
2023-10-01,Inativo,,14,1,1,1
2023-10-01,Não Ativado,Clientes Fieis,1,0,0,1
2023-10-01,Não Ativado,Em Risco,1,0,0,0
2023-10-01,Não Ativado,Nao Perder!,3,0,0,0
2023-10-01,Não Ativado,Perdido,5,0,0,0
2023-10-01,Não Ativado,Potencial Fiel,1,0,1,1
2023-10-01,Não Ativado,,250753,150,162,165
2023-11-01,Ativo,Campeao,7418,7358,7418,7418
2023-11-01,Ativo,Clientes Fieis,8280,8081,8279,8279
2023-11-01,Ativo,Novos Clientes,2447,2372,2446,2446
2023-11-01,Ativo,Potencial Fiel,9739,9432,9736,9736
2023-11-01,Ativo,,99,99,99,99
2023-11-01,Churn,Em Risco,1353,2,2,2
2023-11-01,Churn,Hibernando,38,0,0,0
2023-11-01,Churn,Nao Perder!,34,0,0,0
2023-11-01,Churn,Perdido,13619,10,11,12
2023-11-01,Churn,,63140,13,14,16
2023-11-01,Dormente,Campeao,70,1,70,70
2023-11-01,Dormente,Clientes Fieis,5696,24,4041,5654
2023-11-01,Dormente,Clientes Promissores,2192,1,2064,2192
2023-11-01,Dormente,Novos Clientes,72,0,72,72
2023-11-01,Dormente,Potencial Fiel,6601,18,6265,6599
2023-11-01,Dormente,Precisa de Atencao,2091,5,5,2009
2023-11-01,Dormente,Quase Dormindo,4220,8,9,4021
2023-11-01,Dormente,,24,0,15,23
2023-11-01,Inativo,Clientes Fieis,35,0,0,0
2023-11-01,Inativo,Em Risco,4451,13,13,13
2023-11-01,Inativo,Hibernando,4911,6,8,9
2023-11-01,Inativo,Perdido,5493,6,6,6
2023-11-01,Inativo,Precisa de Atencao,53,0,0,0
2023-11-01,Inativo,Quase Dormindo,174,0,0,0
2023-11-01,Inativo,,12,0,0,0
2023-11-01,Não Ativado,Nao Perder!,1,0,0,0
2023-11-01,Não Ativado,Perdido,2,0,0,0
2023-11-01,Não Ativado,,52371,72,83,91
2023-12-01,Ativo,Campeao,16082,15912,16082,16082
2023-12-01,Ativo,Clientes Fieis,13680,13359,13679,13679
2023-12-01,Ativo,Novos Clientes,2971,2881,2971,2971
2023-12-01,Ativo,Potencial Fiel,13832,13374,13827,13827
2023-12-01,Ativo,,145,144,145,145
2023-12-01,Churn,Em Risco,2048,5,5,5
2023-12-01,Churn,Hibernando,82,0,0,0
2023-12-01,Churn,Nao Perder!,33,0,0,0
2023-12-01,Churn,Perdido,18558,10,10,10
2023-12-01,Churn,,83220,18,19,22
2023-12-01,Dormente,Campeao,140,1,140,140
2023-12-01,Dormente,Clientes Fieis,9693,78,6885,9622
2023-12-01,Dormente,Clientes Promissores,2684,5,2517,2683
2023-12-01,Dormente,Novos Clientes,81,0,81,81
2023-12-01,Dormente,Potencial Fiel,9564,31,9064,9558
2023-12-01,Dormente,Precisa de Atencao,3143,9,9,3003
2023-12-01,Dormente,Quase Dormindo,5677,12,12,5400
2023-12-01,Dormente,,31,0,16,31
2023-12-01,Inativo,Clientes Fieis,56,0,0,0
2023-12-01,Inativo,Em Risco,7004,8,12,16
2023-12-01,Inativo,Hibernando,7149,15,19,22
2023-12-01,Inativo,Perdido,7242,8,8,9
2023-12-01,Inativo,Precisa de Atencao,118,0,0,0
2023-12-01,Inativo,Quase Dormindo,231,1,1,1
2023-12-01,Inativo,,22,0,0,0
2023-12-01,Não Ativado,Campeao,1,1,1,1
2023-12-01,Não Ativado,Clientes Fieis,1,0,0,1
2023-12-01,Não Ativado,Em Risco,2,0,0,0
2023-12-01,Não Ativado,Hibernando,1,0,0,0
2023-12-01,Não Ativado,Nao Perder!,1,0,0,0
2023-12-01,Não Ativado,Novos Clientes,1,1,1,1
2023-12-01,Não Ativado,Perdido,4,0,0,0
2023-12-01,Não Ativado,Potencial Fiel,2,1,2,2
2023-12-01,Não Ativado,,17856,150,164,172
2024-01-01,Ativo,Campeao,18176,17983,18176,18176
2024-01-01,Ativo,Clientes Fieis,14346,14005,14343,14343
2024-01-01,Ativo,Novos Clientes,2608,2546,2606,2606
2024-01-01,Ativo,Potencial Fiel,12738,12316,12732,12733
2024-01-01,Ativo,,148,147,148,148
2024-01-01,Churn,Em Risco,1918,0,0,2
2024-01-01,Churn,Hibernando,75,0,0,0
2024-01-01,Churn,Nao Perder!,28,0,0,0
2024-01-01,Churn,Perdido,16405,15,18,20
2024-01-01,Churn,,71603,17,19,21
2024-01-01,Dormente,Campeao,147,1,147,147
2024-01-01,Dormente,Clientes Fieis,9921,79,7193,9828
2024-01-01,Dormente,Clientes Promissores,2422,1,2260,2415
2024-01-01,Dormente,Novos Clientes,63,0,63,63
2024-01-01,Dormente,Potencial Fiel,9014,27,8582,9004
2024-01-01,Dormente,Precisa de Atencao,2954,8,8,2842
2024-01-01,Dormente,Quase Dormindo,4921,10,11,4697
2024-01-01,Dormente,,36,0,23,35
2024-01-01,Inativo,Clientes Fieis,71,0,0,0
2024-01-01,Inativo,Em Risco,6801,20,21,25
2024-01-01,Inativo,Hibernando,6557,14,14,19
2024-01-01,Inativo,Perdido,6711,4,4,5
2024-01-01,Inativo,Precisa de Atencao,97,0,0,0
2024-01-01,Inativo,Quase Dormindo,168,0,0,0
2024-01-01,Inativo,,17,0,0,0
2024-01-01,Não Ativado,Clientes Fieis,1,1,1,1
2024-01-01,Não Ativado,Clientes Promissores,1,0,1,1
2024-01-01,Não Ativado,Em Risco,8,0,0,0
2024-01-01,Não Ativado,Nao Perder!,5,0,0,0
2024-01-01,Não Ativado,Perdido,4,0,0,0
2024-01-01,Não Ativado,,14275,112,130,141
2024-02-01,Ativo,Campeao,5190,5137,5189,5190
2024-02-01,Ativo,Clientes Fieis,6546,6412,6545,6545
2024-02-01,Ativo,Novos Clientes,2147,2061,2144,2144
2024-02-01,Ativo,Potencial Fiel,8184,7945,8179,8180
2024-02-01,Ativo,,74,74,74,74
2024-02-01,Churn,Em Risco,1264,2,2,2
2024-02-01,Churn,Hibernando,52,0,0,0
2024-02-01,Churn,Nao Perder!,20,0,0,0
2024-02-01,Churn,Perdido,12406,8,9,10
2024-02-01,Churn,,58811,14,15,16
2024-02-01,Dormente,Campeao,49,0,49,49
2024-02-01,Dormente,Clientes Fieis,4373,32,3047,4334
2024-02-01,Dormente,Clientes Promissores,1943,2,1819,1943
2024-02-01,Dormente,Novos Clientes,55,0,55,55
2024-02-01,Dormente,Potencial Fiel,5692,12,5406,5683
2024-02-01,Dormente,Precisa de Atencao,1795,7,7,1738
2024-02-01,Dormente,Quase Dormindo,3755,3,3,3571
2024-02-01,Dormente,,27,1,14,27
2024-02-01,Inativo,Clientes Fieis,41,0,0,0
2024-02-01,Inativo,Em Risco,3755,6,8,10
2024-02-01,Inativo,Hibernando,4604,7,8,9
2024-02-01,Inativo,Perdido,5033,3,3,3
2024-02-01,Inativo,Precisa de Atencao,57,0,0,0
2024-02-01,Inativo,Quase Dormindo,132,0,0,0
2024-02-01,Inativo,,10,0,0,0
2024-02-01,Não Ativado,Clientes Fieis,1,1,1,1
2024-02-01,Não Ativado,Em Risco,1,0,0,0
2024-02-01,Não Ativado,Hibernando,1,0,0,0
2024-02-01,Não Ativado,Nao Perder!,3,0,0,0
2024-02-01,Não Ativado,Perdido,3,0,0,0
2024-02-01,Não Ativado,,14185,74,85,89
2024-03-01,Ativo,Campeao,17080,16890,17079,17079
2024-03-01,Ativo,Clientes Fieis,14635,14308,14633,14633
2024-03-01,Ativo,Novos Clientes,2948,2839,2946,2946
2024-03-01,Ativo,Potencial Fiel,13999,13557,13995,13995
2024-03-01,Ativo,,162,160,162,162
2024-03-01,Churn,Em Risco,2063,2,2,2
2024-03-01,Churn,Hibernando,85,0,0,0
2024-03-01,Churn,Nao Perder!,33,1,1,1
2024-03-01,Churn,Perdido,18167,10,10,10
2024-03-01,Churn,,73721,24,24,27
2024-03-01,Dormente,Campeao,159,2,159,159
2024-03-01,Dormente,Clientes Fieis,10072,67,7313,9996
2024-03-01,Dormente,Clientes Promissores,2699,7,2522,2697
2024-03-01,Dormente,Novos Clientes,92,0,92,92
2024-03-01,Dormente,Potencial Fiel,9947,32,9485,9938
2024-03-01,Dormente,Precisa de Atencao,3152,9,10,3038
2024-03-01,Dormente,Quase Dormindo,5520,9,10,5295
2024-03-01,Dormente,,43,0,29,42
2024-03-01,Inativo,Clientes Fieis,68,0,0,0
2024-03-01,Inativo,Em Risco,7099,20,23,28
2024-03-01,Inativo,Hibernando,6927,10,11,13
2024-03-01,Inativo,Perdido,7007,15,15,15
2024-03-01,Inativo,Precisa de Atencao,92,1,1,1
2024-03-01,Inativo,Quase Dormindo,214,0,0,0
2024-03-01,Inativo,,18,0,0,0
2024-03-01,Não Ativado,Clientes Fieis,1,0,0,0
2024-03-01,Não Ativado,Clientes Promissores,1,0,0,1
2024-03-01,Não Ativado,Em Risco,1,0,0,0
2024-03-01,Não Ativado,Hibernando,3,0,0,0
2024-03-01,Não Ativado,Nao Perder!,2,0,0,0
2024-03-01,Não Ativado,Perdido,3,0,0,0
2024-03-01,Não Ativado,,9475,135,151,161
2024-04-01,Ativo,Campeao,4085,4027,4083,4083
2024-04-01,Ativo,Clientes Fieis,5986,5834,5985,5985
2024-04-01,Ativo,Novos Clientes,2098,2033,2098,2098
2024-04-01,Ativo,Potencial Fiel,8182,7924,8179,8179
2024-04-01,Ativo,,98,98,98,98
2024-04-01,Churn,Em Risco,1225,0,0,1
2024-04-01,Churn,Hibernando,33,0,0,0
2024-04-01,Churn,Nao Perder!,22,0,0,0
2024-04-01,Churn,Perdido,12909,8,8,10
2024-04-01,Churn,,61500,18,19,20
2024-04-01,Dormente,Campeao,38,0,38,38
2024-04-01,Dormente,Clientes Fieis,3884,16,2706,3847
2024-04-01,Dormente,Clientes Promissores,1919,2,1815,1917
2024-04-01,Dormente,Novos Clientes,82,0,82,82
2024-04-01,Dormente,Potencial Fiel,5598,17,5302,5594
2024-04-01,Dormente,Precisa de Atencao,1723,4,4,1666
2024-04-01,Dormente,Quase Dormindo,3868,1,1,3710
2024-04-01,Dormente,,30,0,21,30
2024-04-01,Inativo,Clientes Fieis,29,0,0,0
2024-04-01,Inativo,Em Risco,3717,4,4,6
2024-04-01,Inativo,Hibernando,4334,6,7,7
2024-04-01,Inativo,Perdido,4985,9,9,10
2024-04-01,Inativo,Precisa de Atencao,41,0,0,0
2024-04-01,Inativo,Quase Dormindo,108,0,0,0
2024-04-01,Inativo,,16,0,0,0
2024-04-01,Não Ativado,Clientes Fieis,1,1,1,1
2024-04-01,Não Ativado,Clientes Promissores,3,0,3,3
2024-04-01,Não Ativado,Em Risco,1,0,0,0
2024-04-01,Não Ativado,Nao Perder!,2,0,0,0
2024-04-01,Não Ativado,Perdido,2,0,0,0
2024-04-01,Não Ativado,Potencial Fiel,1,1,1,1
2024-04-01,Não Ativado,,12706,74,87,95
2024-05-01,Ativo,Campeao,19619,19392,19618,19619
2024-05-01,Ativo,Clientes Fieis,16349,15971,16344,16345
2024-05-01,Ativo,Novos Clientes,3080,2962,3078,3078
2024-05-01,Ativo,Potencial Fiel,14808,14381,14800,14802
2024-05-01,Ativo,,213,212,213,213
2024-05-01,Churn,Em Risco,2168,3,3,4
2024-05-01,Churn,Hibernando,69,0,0,0
2024-05-01,Churn,Nao Perder!,34,0,0,0
2024-05-01,Churn,Perdido,18282,15,17,19
2024-05-01,Churn,,70823,16,17,20
2024-05-01,Dormente,Campeao,187,1,187,187
2024-05-01,Dormente,Clientes Fieis,10997,73,7925,10901
2024-05-01,Dormente,Clientes Promissores,2859,3,2692,2855
2024-05-01,Dormente,Novos Clientes,105,0,105,105
2024-05-01,Dormente,Potencial Fiel,10292,31,9754,10282
2024-05-01,Dormente,Precisa de Atencao,3376,9,9,3249
2024-05-01,Dormente,Quase Dormindo,5754,7,7,5498
2024-05-01,Dormente,,37,0,28,37
2024-05-01,Inativo,Clientes Fieis,66,0,0,0
2024-05-01,Inativo,Em Risco,7289,16,18,21
2024-05-01,Inativo,Hibernando,7042,6,6,7
2024-05-01,Inativo,Perdido,7076,4,4,5
2024-05-01,Inativo,Precisa de Atencao,97,0,0,0
2024-05-01,Inativo,Quase Dormindo,202,0,0,0
2024-05-01,Inativo,,26,0,0,0
2024-05-01,Não Ativado,Clientes Promissores,1,0,1,1
2024-05-01,Não Ativado,Em Risco,1,0,0,0
2024-05-01,Não Ativado,Hibernando,2,0,0,0
2024-05-01,Não Ativado,Nao Perder!,3,0,0,0
2024-05-01,Não Ativado,Perdido,6,0,0,0
2024-05-01,Não Ativado,Potencial Fiel,3,3,3,3
2024-05-01,Não Ativado,,9764,165,181,192
2024-06-01,Ativo,Campeao,12514,12381,12514,12514
2024-06-01,Ativo,Clientes Fieis,11078,10825,11074,11075
2024-06-01,Ativo,Novos Clientes,2550,2450,2546,2546
2024-06-01,Ativo,Potencial Fiel,11357,11007,11349,11349
2024-06-01,Ativo,,125,125,125,125
2024-06-01,Churn,Em Risco,1664,4,4,4
2024-06-01,Churn,Hibernando,57,1,1,1
2024-06-01,Churn,Nao Perder!,29,0,0,0
2024-06-01,Churn,Perdido,15371,10,10,10
2024-06-01,Churn,,63018,17,17,20
2024-06-01,Dormente,Campeao,113,1,113,113
2024-06-01,Dormente,Clientes Fieis,7441,46,5370,7384
2024-06-01,Dormente,Clientes Promissores,2393,4,2253,2389
2024-06-01,Dormente,Novos Clientes,85,0,84,84
2024-06-01,Dormente,Potencial Fiel,7726,25,7321,7719
2024-06-01,Dormente,Precisa de Atencao,2483,2,3,2420
2024-06-01,Dormente,Quase Dormindo,4497,6,7,4304
2024-06-01,Dormente,,29,0,16,29
2024-06-01,Inativo,Clientes Fieis,41,1,1,1
2024-06-01,Inativo,Em Risco,5296,9,11,14
2024-06-01,Inativo,Hibernando,5540,9,9,9
2024-06-01,Inativo,Perdido,5857,4,4,4
2024-06-01,Inativo,Precisa de Atencao,65,0,0,0
2024-06-01,Inativo,Quase Dormindo,153,0,0,0
2024-06-01,Inativo,,14,0,0,0
2024-06-01,Não Ativado,Em Risco,3,0,0,0
2024-06-01,Não Ativado,Nao Perder!,1,0,0,0
2024-06-01,Não Ativado,Perdido,3,0,0,0
2024-06-01,Não Ativado,Potencial Fiel,1,1,1,1
2024-06-01,Não Ativado,,8925,100,108,120
2024-07-01,Ativo,Campeao,4256,4209,4256,4256
2024-07-01,Ativo,Clientes Fieis,5485,5359,5483,5484
2024-07-01,Ativo,Novos Clientes,2108,2039,2103,2103
2024-07-01,Ativo,Potencial Fiel,7458,7235,7453,7453
2024-07-01,Ativo,,74,72,74,74
2024-07-01,Churn,Em Risco,1106,0,0,1
2024-07-01,Churn,Hibernando,38,0,0,0
2024-07-01,Churn,Nao Perder!,15,0,0,0
2024-07-01,Churn,Perdido,12226,11,11,11
2024-07-01,Churn,,58783,12,14,15
2024-07-01,Dormente,Campeao,32,1,32,32
2024-07-01,Dormente,Clientes Fieis,3686,28,2569,3657
2024-07-01,Dormente,Clientes Promissores,1854,1,1742,1852
2024-07-01,Dormente,Novos Clientes,70,0,70,70
2024-07-01,Dormente,Potencial Fiel,5195,17,4935,5193
2024-07-01,Dormente,Precisa de Atencao,1570,5,6,1514
2024-07-01,Dormente,Quase Dormindo,3504,7,8,3369
2024-07-01,Dormente,,24,0,14,24
2024-07-01,Inativo,Clientes Fieis,16,0,0,0
2024-07-01,Inativo,Em Risco,3382,8,8,8
2024-07-01,Inativo,Hibernando,4166,6,6,7
2024-07-01,Inativo,Perdido,4762,4,4,4
2024-07-01,Inativo,Precisa de Atencao,51,0,0,0
2024-07-01,Inativo,Quase Dormindo,129,0,0,0
2024-07-01,Inativo,,16,0,0,0
2024-07-01,Não Ativado,Clientes Fieis,2,0,0,1
2024-07-01,Não Ativado,Em Risco,4,0,0,0
2024-07-01,Não Ativado,Hibernando,1,0,0,0
2024-07-01,Não Ativado,Nao Perder!,5,0,0,0
2024-07-01,Não Ativado,Novos Clientes,1,1,1,1
2024-07-01,Não Ativado,Perdido,2,0,0,0
2024-07-01,Não Ativado,Potencial Fiel,3,3,3,3
2024-07-01,Não Ativado,,8164,83,90,94
2024-08-01,Ativo,Campeao,2992,2961,2992,2992
2024-08-01,Ativo,Clientes Fieis,4800,4685,4798,4798
2024-08-01,Ativo,Novos Clientes,2022,1948,2021,2021
2024-08-01,Ativo,Potencial Fiel,7085,6885,7083,7083
2024-08-01,Ativo,,74,72,74,74
2024-08-01,Churn,Em Risco,1067,4,4,5
2024-08-01,Churn,Hibernando,37,0,0,0
2024-08-01,Churn,Nao Perder!,19,0,0,0
2024-08-01,Churn,Perdido,12406,6,6,7
2024-08-01,Churn,,55431,13,13,15
2024-08-01,Dormente,Campeao,38,0,38,38
2024-08-01,Dormente,Clientes Fieis,3099,17,2148,3070
2024-08-01,Dormente,Clientes Promissores,1939,1,1821,1936
2024-08-01,Dormente,Novos Clientes,60,0,60,60
2024-08-01,Dormente,Potencial Fiel,4867,19,4605,4861
2024-08-01,Dormente,Precisa de Atencao,1435,2,3,1384
2024-08-01,Dormente,Quase Dormindo,3436,2,2,3295
2024-08-01,Dormente,,30,0,20,30
2024-08-01,Inativo,Clientes Fieis,15,1,1,1
2024-08-01,Inativo,Em Risco,3184,6,7,8
2024-08-01,Inativo,Hibernando,3947,6,7,7
2024-08-01,Inativo,Perdido,4746,0,0,1
2024-08-01,Inativo,Precisa de Atencao,35,0,0,0
2024-08-01,Inativo,Quase Dormindo,113,0,0,0
2024-08-01,Inativo,,17,0,0,0
2024-08-01,Não Ativado,Clientes Fieis,1,1,1,1
2024-08-01,Não Ativado,Clientes Promissores,1,0,1,1
2024-08-01,Não Ativado,Em Risco,2,0,0,0
2024-08-01,Não Ativado,Nao Perder!,1,0,0,0
2024-08-01,Não Ativado,Perdido,4,0,0,0
2024-08-01,Não Ativado,Potencial Fiel,1,0,1,1
2024-08-01,Não Ativado,,137975,59,67,75
2024-09-01,Ativo,Campeao,2861,2835,2861,2861
2024-09-01,Ativo,Clientes Fieis,4737,4626,4736,4736
2024-09-01,Ativo,Novos Clientes,1937,1870,1934,1934
2024-09-01,Ativo,Potencial Fiel,6759,6540,6755,6755
2024-09-01,Ativo,,67,66,67,67
2024-09-01,Churn,Em Risco,1140,1,1,1
2024-09-01,Churn,Hibernando,44,0,0,0
2024-09-01,Churn,Nao Perder!,16,0,0,0
2024-09-01,Churn,Perdido,11759,9,12,14
2024-09-01,Churn,,53208,8,9,10
2024-09-01,Dormente,Campeao,26,2,26,26
2024-09-01,Dormente,Clientes Fieis,2976,29,2058,2955
2024-09-01,Dormente,Clientes Promissores,1769,0,1664,1769
2024-09-01,Dormente,Novos Clientes,61,0,61,61
2024-09-01,Dormente,Potencial Fiel,4635,12,4401,4632
2024-09-01,Dormente,Precisa de Atencao,1388,4,5,1325
2024-09-01,Dormente,Quase Dormindo,3267,9,10,3155
2024-09-01,Dormente,,27,0,13,27
2024-09-01,Inativo,Clientes Fieis,16,1,1,1
2024-09-01,Inativo,Em Risco,3159,15,15,18
2024-09-01,Inativo,Hibernando,3712,8,8,8
2024-09-01,Inativo,Perdido,4478,5,6,7
2024-09-01,Inativo,Precisa de Atencao,37,0,0,0
2024-09-01,Inativo,Quase Dormindo,127,1,1,1
2024-09-01,Inativo,,29,0,0,0
2024-09-01,Não Ativado,Em Risco,2,0,0,0
2024-09-01,Não Ativado,Hibernando,1,0,0,0
2024-09-01,Não Ativado,Nao Perder!,1,0,0,0
2024-09-01,Não Ativado,Perdido,8,0,0,0
2024-09-01,Não Ativado,Potencial Fiel,2,1,2,2
2024-09-01,Não Ativado,,88227,61,73,80
2024-10-01,Ativo,Campeao,3069,3035,3069,3069
2024-10-01,Ativo,Clientes Fieis,4467,4365,4466,4466
2024-10-01,Ativo,Novos Clientes,1919,1865,1918,1918
2024-10-01,Ativo,Potencial Fiel,6436,6240,6429,6429
2024-10-01,Ativo,,70,69,70,70
2024-10-01,Churn,Em Risco,1062,0,0,0
2024-10-01,Churn,Hibernando,36,0,0,0
2024-10-01,Churn,Nao Perder!,17,0,0,0
2024-10-01,Churn,Perdido,11362,7,7,8
2024-10-01,Churn,,51607,9,11,13
2024-10-01,Dormente,Campeao,35,1,35,35
2024-10-01,Dormente,Clientes Fieis,2973,23,2088,2950
2024-10-01,Dormente,Clientes Promissores,1700,1,1606,1700
2024-10-01,Dormente,Novos Clientes,65,0,65,65
2024-10-01,Dormente,Potencial Fiel,4591,10,4339,4589
2024-10-01,Dormente,Precisa de Atencao,1321,1,1,1268
2024-10-01,Dormente,Quase Dormindo,3177,2,2,3044
2024-10-01,Dormente,,28,0,21,28
2024-10-01,Inativo,Clientes Fieis,20,0,0,0
2024-10-01,Inativo,Em Risco,2853,10,10,11
2024-10-01,Inativo,Hibernando,3794,4,5,7
2024-10-01,Inativo,Perdido,4267,2,2,2
2024-10-01,Inativo,Precisa de Atencao,38,0,0,0
2024-10-01,Inativo,Quase Dormindo,106,1,1,1
2024-10-01,Inativo,,13,0,0,0
2024-10-01,Não Ativado,Em Risco,3,0,0,0
2024-10-01,Não Ativado,Hibernando,2,0,0,0
2024-10-01,Não Ativado,Nao Perder!,4,0,0,0
2024-10-01,Não Ativado,Novos Clientes,2,2,2,2
2024-10-01,Não Ativado,Perdido,6,0,0,0
2024-10-01,Não Ativado,Potencial Fiel,1,0,1,1
2024-10-01,Não Ativado,Quase Dormindo,1,0,0,1
2024-10-01,Não Ativado,,26679,64,68,72
2024-11-01,Ativo,Campeao,3644,3601,3644,3644
2024-11-01,Ativo,Clientes Fieis,4850,4753,4848,4848
2024-11-01,Ativo,Novos Clientes,1944,1877,1942,1942
2024-11-01,Ativo,Potencial Fiel,6808,6584,6802,6803
2024-11-01,Ativo,,74,73,74,74
2024-11-01,Churn,Em Risco,1133,3,3,3
2024-11-01,Churn,Hibernando,31,0,0,0
2024-11-01,Churn,Nao Perder!,25,0,0,0
2024-11-01,Churn,Perdido,11858,7,8,8
2024-11-01,Churn,,53661,10,11,13
2024-11-01,Dormente,Campeao,29,0,29,29
2024-11-01,Dormente,Clientes Fieis,3227,16,2251,3205
2024-11-01,Dormente,Clientes Promissores,1812,2,1694,1809
2024-11-01,Dormente,Novos Clientes,57,0,57,57
2024-11-01,Dormente,Potencial Fiel,4782,17,4552,4774
2024-11-01,Dormente,Precisa de Atencao,1457,11,11,1401
2024-11-01,Dormente,Quase Dormindo,3276,2,2,3138
2024-11-01,Dormente,,28,1,20,28
2024-11-01,Inativo,Clientes Fieis,27,0,0,0
2024-11-01,Inativo,Em Risco,3160,6,7,9
2024-11-01,Inativo,Hibernando,3850,2,4,6
2024-11-01,Inativo,Perdido,4519,3,3,3
2024-11-01,Inativo,Precisa de Atencao,51,0,0,0
2024-11-01,Inativo,Quase Dormindo,122,0,0,0
2024-11-01,Inativo,,23,0,0,0
2024-11-01,Não Ativado,Campeao,1,1,1,1
2024-11-01,Não Ativado,Clientes Fieis,1,0,1,1
2024-11-01,Não Ativado,Clientes Promissores,2,0,2,2
2024-11-01,Não Ativado,Em Risco,2,0,0,0
2024-11-01,Não Ativado,Nao Perder!,1,0,0,0
2024-11-01,Não Ativado,Perdido,2,0,0,0
2024-11-01,Não Ativado,Potencial Fiel,1,0,1,1
2024-11-01,Não Ativado,Quase Dormindo,1,0,0,1
2024-11-01,Não Ativado,,59487,58,68,74
2024-12-01,Ativo,Campeao,4523,4459,4523,4523
2024-12-01,Ativo,Clientes Fieis,5791,5656,5788,5788
2024-12-01,Ativo,Novos Clientes,2222,2157,2221,2221
2024-12-01,Ativo,Potencial Fiel,7947,7717,7947,7947
2024-12-01,Ativo,,73,71,73,73
2024-12-01,Churn,Em Risco,1366,1,1,1
2024-12-01,Churn,Hibernando,60,0,0,0
2024-12-01,Churn,Nao Perder!,23,0,0,0
2024-12-01,Churn,Perdido,14724,12,12,13
2024-12-01,Churn,,65079,22,24,24
2024-12-01,Dormente,Campeao,51,0,51,51
2024-12-01,Dormente,Clientes Fieis,3872,19,2648,3837
2024-12-01,Dormente,Clientes Promissores,2069,2,1949,2068
2024-12-01,Dormente,Novos Clientes,91,0,91,91
2024-12-01,Dormente,Potencial Fiel,5653,16,5357,5647
2024-12-01,Dormente,Precisa de Atencao,1755,5,5,1684
2024-12-01,Dormente,Quase Dormindo,3878,7,7,3704
2024-12-01,Dormente,,41,1,25,41
2024-12-01,Inativo,Clientes Fieis,26,0,0,0
2024-12-01,Inativo,Em Risco,3999,5,7,7
2024-12-01,Inativo,Hibernando,4829,3,5,7
2024-12-01,Inativo,Perdido,5459,6,6,6
2024-12-01,Inativo,Precisa de Atencao,52,0,0,0
2024-12-01,Inativo,Quase Dormindo,173,0,0,0
2024-12-01,Inativo,,25,0,0,0
2024-12-01,Não Ativado,Campeao,1,1,1,1
2024-12-01,Não Ativado,Clientes Fieis,2,0,1,2
2024-12-01,Não Ativado,Clientes Promissores,1,0,1,1
2024-12-01,Não Ativado,Em Risco,3,0,0,0
2024-12-01,Não Ativado,Nao Perder!,3,0,0,0
2024-12-01,Não Ativado,Perdido,8,0,0,0
2024-12-01,Não Ativado,Potencial Fiel,1,0,1,1
2024-12-01,Não Ativado,Quase Dormindo,1,0,0,1
2024-12-01,Não Ativado,,19662,75,83,92
2025-01-01,Ativo,Campeao,4111,4055,4109,4110
2025-01-01,Ativo,Clientes Fieis,5246,5125,5244,5245
2025-01-01,Ativo,Novos Clientes,1920,1853,1920,1920
2025-01-01,Ativo,Potencial Fiel,7306,7082,7304,7304
2025-01-01,Ativo,,73,72,73,73
2025-01-01,Churn,Em Risco,1294,1,1,3
2025-01-01,Churn,Hibernando,54,0,0,0
2025-01-01,Churn,Nao Perder!,26,0,0,0
2025-01-01,Churn,Perdido,12755,5,5,6
2025-01-01,Churn,,55438,14,14,14
2025-01-01,Dormente,Campeao,35,0,35,35
2025-01-01,Dormente,Clientes Fieis,3674,24,2528,3641
2025-01-01,Dormente,Clientes Promissores,1808,1,1697,1808
2025-01-01,Dormente,Novos Clientes,69,0,69,69
2025-01-01,Dormente,Potencial Fiel,4845,15,4601,4841
2025-01-01,Dormente,Precisa de Atencao,1593,3,3,1536
2025-01-01,Dormente,Quase Dormindo,3414,8,8,3274
2025-01-01,Dormente,,25,0,13,25
